Reservation_id,Age,Adults,Children,Babies,Visted_Previously,Previous_Cancellations,Required_Car_Parking,Reservation_Status,Use_Promotion,Discount_Rate,Room_Rate,stay_nights,Lead_Days,Revenue,Expected_checkin_year,Expected_checkin_month,Gender_M,Ethnicity_Asian American,Ethnicity_Latino,Ethnicity_caucasian,Educational_Level_Grad,Educational_Level_High-School,Educational_Level_Mid-School,Income_50K -- 100K,Income_<25K,Income_>100K,Country_region_North,Country_region_South,Country_region_West,Hotel_Type_City Hotel,Hotel_Type_Resort,Meal_Type_FB,Meal_Type_HB,Deposit_type_Non-Refundable,Deposit_type_Refundable,Booking_channel_Direct,Booking_channel_Online
72204541,49,2,1,0,0,0,0,3,1,10,126,1,124,126,2015,9,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1
34125929,26,1,3,0,1,0,0,2,1,5,192,1,198,192,2015,9,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1
34169693,27,2,2,0,1,0,1,1,0,0,161,4,168,644,2015,9,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
87447187,36,1,2,0,0,0,0,1,0,0,191,1,219,191,2015,9,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1
57239138,56,4,3,1,1,1,1,1,1,10,163,3,195,489,2015,9,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0
24065220,40,2,2,0,1,0,1,2,1,20,225,1,27,225,2015,9,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1
92161059,50,1,3,0,1,1,1,1,1,5,213,2,84,426,2015,9,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
12813502,30,1,2,0,0,0,1,2,1,40,222,1,152,222,2015,9,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
75770881,62,2,1,1,1,1,1,1,1,25,198,4,182,792,2015,9,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
84824417,18,2,2,1,1,0,0,1,0,0,208,2,39,416,2015,9,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0
56044478,19,4,1,0,0,0,1,1,1,10,189,2,197,378,2015,9,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1
25246687,42,3,1,0,0,0,1,1,1,10,148,4,127,592,2015,9,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
70329018,44,2,1,0,0,0,0,1,0,0,210,2,95,420,2015,9,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
81325368,25,4,1,1,0,0,0,1,1,10,231,2,44,462,2015,9,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
3209420,39,3,1,0,0,0,1,3,1,30,165,2,116,330,2015,9,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1
23123451,34,1,1,1,0,0,1,1,0,0,193,3,108,579,2015,9,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1
19666404,29,3,1,0,0,0,1,1,1,5,244,2,54,488,2015,9,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
31490531,21,1,1,0,1,1,0,1,1,10,114,1,157,114,2015,9,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0
74794292,69,1,1,0,0,0,0,3,0,0,181,1,58,181,2015,9,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
14440230,47,1,1,0,0,0,1,1,0,0,122,1,69,122,2015,9,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
87926209,66,2,1,0,0,0,1,1,0,0,113,1,129,113,2015,9,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1
14082200,20,2,2,2,0,0,0,2,1,10,101,1,6,101,2015,9,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
66572228,30,4,2,0,0,0,0,1,1,30,166,1,45,166,2015,9,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
18060260,55,3,3,1,0,0,1,3,1,30,224,1,5,224,2015,9,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1
39540149,37,2,2,0,0,0,1,3,1,10,245,1,59,245,2015,9,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1
93662536,50,2,2,0,0,0,1,3,1,40,101,2,129,202,2015,9,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1
8658289,50,3,2,0,0,0,0,2,1,20,161,1,20,161,2015,9,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0
78009322,67,5,1,1,1,0,1,1,1,5,103,4,170,412,2015,9,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
75078343,31,2,1,0,0,0,1,1,1,25,110,2,71,220,2015,9,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
76887398,28,2,2,0,0,0,1,1,1,10,242,1,135,242,2015,9,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
82855969,46,2,3,0,0,0,1,2,1,5,190,1,63,190,2015,9,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1
50295611,31,1,1,0,1,0,0,2,1,20,195,3,196,585,2015,9,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1
99299865,22,3,2,0,0,0,1,1,0,0,237,4,35,948,2015,9,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
76276837,41,1,2,0,0,0,1,1,1,10,102,1,99,102,2015,9,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
94744306,62,1,2,0,0,0,1,1,1,40,235,1,74,235,2015,9,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1
97691675,36,1,1,2,0,0,1,2,1,10,100,2,52,200,2015,9,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
73258320,41,2,2,0,0,0,1,1,1,5,195,3,61,585,2015,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80277708,61,5,3,0,0,0,1,2,1,5,221,3,172,663,2015,9,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
94180691,28,4,1,0,1,0,1,1,0,0,220,1,66,220,2015,9,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
94051002,38,2,1,0,1,1,1,1,1,10,142,2,128,284,2015,9,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
12609717,21,2,2,0,1,0,1,1,1,10,200,4,79,800,2015,9,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
57621124,28,1,3,0,0,0,1,3,1,20,120,1,210,120,2015,9,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
95903264,60,2,3,0,0,0,0,1,1,25,140,1,70,140,2015,9,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
85480396,35,2,1,0,0,0,1,1,1,5,179,1,80,179,2015,9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
72364284,45,2,2,0,0,0,1,3,0,0,113,1,197,113,2015,9,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
64449318,24,2,3,0,1,0,1,1,1,10,115,1,188,115,2015,9,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0
21420073,59,1,1,0,0,0,1,1,1,20,154,1,120,154,2015,10,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1
25338291,35,2,3,0,1,1,1,1,1,30,241,1,19,241,2015,12,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
76646190,35,3,1,0,1,0,1,1,1,15,205,2,131,410,2016,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
47097427,56,1,1,0,1,1,0,1,1,10,134,2,55,268,2016,2,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0
84718478,26,2,1,0,0,0,0,3,1,15,119,1,20,119,2016,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0
8971819,43,2,1,0,0,0,1,2,1,20,107,1,6,107,2016,5,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
55872529,48,3,3,1,0,0,0,1,1,5,121,1,197,121,2015,9,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
63588524,60,1,1,0,1,1,1,2,1,40,110,2,217,220,2016,3,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
55159869,69,1,1,0,0,0,1,1,1,20,165,3,113,495,2017,2,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1
8257458,62,2,3,0,0,0,0,2,1,10,184,4,134,736,2015,9,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
30398390,41,4,1,0,0,0,0,3,1,15,136,4,19,544,2015,9,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
34309293,22,4,2,0,1,0,1,1,1,10,138,2,127,276,2015,9,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
68703449,40,1,3,0,1,0,1,1,1,10,228,1,195,228,2015,9,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
4745714,34,1,2,0,0,0,1,2,1,10,212,1,133,212,2015,9,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
98322326,20,5,1,0,1,0,1,3,1,10,127,1,93,127,2015,9,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
65877448,55,2,2,0,1,1,1,1,1,10,243,1,37,243,2015,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
51778095,48,1,3,0,1,0,0,1,1,40,215,2,201,430,2015,9,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1
55826999,55,2,2,0,0,0,1,1,0,0,230,2,221,460,2015,9,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
89679092,27,2,2,0,0,0,1,2,1,10,168,1,35,168,2015,9,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
61010992,41,5,2,0,0,0,1,1,1,10,191,2,132,382,2015,9,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1
45354721,58,5,2,2,0,0,0,3,1,15,158,1,2,158,2015,9,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1
60724260,49,5,1,0,0,0,1,2,1,10,240,1,144,240,2015,9,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
57717493,62,4,2,0,0,0,1,1,1,10,241,1,215,241,2015,9,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1
56639470,33,1,1,0,0,0,1,1,1,20,172,3,76,516,2015,9,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
89349268,60,1,2,0,1,1,0,1,1,20,203,1,54,203,2015,9,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
96123300,41,1,2,0,0,0,1,2,0,0,176,3,189,528,2015,9,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
46480184,42,2,1,1,1,0,0,1,1,5,128,1,141,128,2015,9,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
43234131,46,2,2,1,0,0,1,2,1,5,144,3,14,432,2015,9,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0
42125314,51,1,3,0,0,0,0,2,1,5,107,1,88,107,2015,9,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
68334717,35,2,3,0,0,0,0,1,1,20,101,2,165,202,2015,9,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
76510534,53,2,1,0,0,0,1,2,1,15,245,1,58,245,2016,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
47370061,42,2,2,1,0,0,1,3,1,25,151,1,54,151,2016,2,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
52545495,39,1,2,0,0,0,1,3,1,5,165,4,38,660,2016,4,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
7961031,26,2,3,0,0,0,1,1,1,10,232,2,67,464,2016,9,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
64076593,33,3,1,1,0,0,1,3,1,20,122,1,123,122,2016,10,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1
44938244,23,3,2,0,0,0,0,1,1,10,143,1,107,143,2016,11,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
16066549,29,3,1,0,0,0,0,1,0,0,204,1,132,204,2016,12,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
79337689,69,1,1,0,0,0,1,1,1,10,158,1,149,158,2017,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
94798140,22,2,3,0,0,0,1,2,1,25,215,1,48,215,2017,4,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
10553851,46,2,3,1,1,1,1,1,1,20,232,1,156,232,2017,5,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
324695,62,2,1,0,0,0,1,2,1,10,197,2,166,394,2015,9,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
83581903,70,3,1,0,1,0,0,1,1,40,152,1,74,152,2015,9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1
85823958,68,2,1,1,0,0,1,2,1,10,243,1,125,243,2015,9,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0
83520867,53,3,2,0,0,0,0,1,0,0,160,1,188,160,2015,9,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
73243947,52,2,1,0,1,0,1,3,1,10,146,2,94,292,2015,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1
12917047,21,3,3,0,0,0,1,3,1,20,238,2,103,476,2015,9,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1
38276315,55,1,2,1,0,0,1,1,1,5,156,1,145,156,2015,9,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0
22681511,62,1,2,0,0,0,0,2,1,10,220,1,90,220,2015,9,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
82786383,48,1,3,0,1,1,0,1,1,20,202,1,217,202,2016,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0
30455012,25,1,1,0,0,0,1,3,1,25,124,3,50,372,2015,9,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1
35289797,52,2,3,0,0,0,1,1,1,5,180,3,196,540,2015,9,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
47890561,62,2,2,0,1,1,1,1,1,5,104,1,151,104,2015,9,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
47725095,48,1,2,1,1,0,0,2,0,0,144,1,149,144,2015,9,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0
61758799,49,3,2,1,0,0,1,3,0,0,215,1,64,215,2015,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
4172775,39,2,2,0,0,0,0,2,0,0,144,2,123,288,2015,9,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1
49618955,42,1,2,0,0,0,1,1,1,40,120,2,8,240,2015,9,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0
10365468,70,2,2,2,0,0,1,1,1,15,147,3,99,441,2015,9,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0
69556399,31,2,1,2,1,0,1,2,1,10,109,3,205,327,2015,9,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1
51643971,24,2,1,0,0,0,0,2,1,10,231,1,105,231,2015,9,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0
1981936,38,2,2,0,0,0,1,1,0,0,203,1,101,203,2015,9,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1
57415107,28,2,3,0,0,0,1,1,0,0,238,2,89,476,2015,9,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
99560833,52,2,2,0,0,0,1,1,1,40,137,1,115,137,2015,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
42160601,60,1,1,0,0,0,1,1,1,10,230,1,222,230,2015,9,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
26066082,70,4,2,0,1,0,1,1,1,30,222,2,220,444,2015,9,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1
11181365,52,2,3,0,0,0,0,1,1,15,249,2,140,498,2015,9,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0
33486559,63,2,2,0,0,0,1,1,0,0,109,1,145,109,2015,9,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0
24981772,54,1,2,0,1,0,1,2,1,20,113,3,134,339,2015,9,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1
4821663,48,4,2,1,0,0,0,1,1,5,143,1,7,143,2015,9,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
34115660,67,5,1,0,0,0,1,1,1,25,183,4,31,732,2015,9,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0
69839552,58,2,3,0,0,0,1,2,0,0,175,2,49,350,2015,9,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
79905386,61,1,2,0,0,0,1,3,1,30,214,2,96,428,2015,9,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1
65284962,21,1,1,1,0,0,1,1,1,40,159,3,79,477,2015,9,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
46954179,29,5,3,1,1,1,1,1,0,0,123,2,79,246,2015,9,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
42616897,56,1,3,0,0,0,1,1,0,0,175,2,157,350,2015,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
38373757,41,2,2,1,1,0,1,1,1,5,209,3,169,627,2015,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
90979946,59,1,2,1,1,1,1,1,1,10,163,4,152,652,2015,9,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
26465448,27,2,2,0,0,0,1,1,1,10,240,1,196,240,2015,9,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0
67330935,32,4,2,0,0,0,1,1,1,5,172,1,166,172,2015,9,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1
36578010,69,2,3,0,0,0,0,1,1,20,130,3,176,390,2015,9,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
84494115,28,3,1,1,0,0,0,1,1,20,206,1,91,206,2015,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
6513522,33,2,3,1,0,0,0,2,1,20,190,1,137,190,2015,9,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0
20648442,57,2,2,0,0,0,1,2,1,10,226,2,107,452,2015,9,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
20032076,61,2,2,0,1,0,1,2,1,20,183,4,185,732,2015,9,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1
24243607,38,1,1,1,0,0,0,3,0,0,239,1,35,239,2015,9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
11948574,25,3,1,0,1,1,1,2,1,20,186,2,107,372,2015,9,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0
2766096,33,1,2,0,0,0,1,1,1,20,116,1,205,116,2015,9,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
59195969,45,2,3,0,1,0,0,1,1,10,186,1,99,186,2015,9,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
19645871,53,2,2,1,0,0,0,1,1,5,207,3,61,621,2015,9,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
21374725,48,2,1,0,0,0,0,1,1,20,235,3,24,705,2015,9,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
50606861,22,1,2,0,0,0,1,2,0,0,218,1,120,218,2015,9,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1
50495037,32,1,3,0,0,0,1,1,1,5,229,2,68,458,2015,9,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
20456002,64,1,2,2,0,0,1,2,1,25,146,1,182,146,2015,9,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1
90464449,70,3,1,0,1,1,1,2,1,5,171,2,178,342,2015,9,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
65196953,53,4,1,0,0,0,1,2,1,25,123,1,148,123,2015,9,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
11628478,47,4,2,0,0,0,1,1,0,0,138,1,52,138,2015,9,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
77175249,41,2,1,0,1,0,1,1,1,30,208,3,211,624,2015,9,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
92997564,64,1,2,0,1,0,0,1,1,30,201,1,11,201,2015,9,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
60566055,32,2,3,0,0,0,1,2,0,0,108,1,172,108,2015,9,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
13978513,40,2,1,0,0,0,1,1,1,5,231,1,135,231,2015,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
30869129,57,2,2,0,1,1,1,2,1,25,184,2,78,368,2015,9,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1
73087854,26,1,1,0,1,0,1,2,1,25,110,1,8,110,2015,9,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
91378422,48,4,2,0,0,0,0,3,1,10,108,1,60,108,2015,9,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1
5603291,59,2,2,1,0,0,0,1,1,5,104,2,179,208,2015,9,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
79806160,27,2,2,1,1,0,1,3,1,5,212,4,189,848,2015,9,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
41138696,48,1,1,0,0,0,1,1,0,0,194,1,50,194,2015,9,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
7382391,30,1,2,0,0,0,1,1,1,40,147,2,5,294,2015,9,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1
94036680,39,5,3,0,1,0,0,2,1,40,117,2,150,234,2015,9,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
39481506,26,3,2,1,1,0,1,1,1,10,130,1,15,130,2015,9,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0
22731344,22,4,1,0,0,0,1,1,0,0,132,1,188,132,2015,9,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
66279827,59,2,1,0,0,0,1,1,1,30,111,1,21,111,2015,9,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1
30555989,18,3,3,0,0,0,0,1,1,20,106,1,57,106,2015,9,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0
67020208,48,2,2,0,0,0,1,2,1,5,195,3,94,585,2015,9,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1
41688875,28,3,2,1,0,0,1,2,1,5,236,2,107,472,2015,9,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
71708496,68,2,1,0,0,0,0,1,0,0,172,1,45,172,2015,9,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0
74339564,67,3,3,1,0,0,1,2,0,0,110,4,180,440,2015,9,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
15152546,22,3,3,0,0,0,0,1,1,20,218,1,99,218,2015,9,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
59697590,37,2,1,1,0,0,0,1,1,25,189,1,9,189,2015,9,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0
60911147,27,2,1,0,1,0,1,1,1,10,236,1,75,236,2015,9,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
83618653,26,4,3,1,0,0,1,1,1,30,161,4,26,644,2015,9,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0
11037120,53,2,2,0,0,0,1,1,1,30,180,1,119,180,2015,9,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1
66205546,28,3,3,2,1,1,1,1,1,5,247,3,97,741,2015,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0
9772486,34,2,1,0,1,0,1,1,1,20,114,1,60,114,2015,9,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
37665119,27,2,2,0,1,0,1,1,1,10,239,1,138,239,2015,9,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
64238045,48,2,2,0,0,0,1,3,1,15,246,1,22,246,2015,9,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
27355275,35,1,2,1,0,0,1,1,1,25,154,3,22,462,2015,9,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
88516135,68,3,3,0,0,0,0,1,0,0,116,2,54,232,2015,9,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
26789920,57,2,1,0,0,0,0,1,1,5,203,1,121,203,2015,9,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
